<Sykepleierdiagnoser>
ID|Term_EN|Term_NO
161922009|No cough (situation)|ingen hoste
733817003|Decreased social isolation (finding)|redusert sosial isolasjon
579031000202106|Able to self-administer medication (finding)|i stand til å administrera lækjemiddel sjølv
394686003|Moderate suicide risk (finding)|moderat sjølvmordsrisiko
517811000202108|Reduced intensity of suicidal thoughts (finding)|redusert intensitet i selvmordstanker
704441000|Able to perform personal grooming activity (finding)|i stand til å stelle seg
13811000202103|Accepts health care (finding)|aksepterer nødvendig helsehjelp
14861000202103|No manic state (situation)|ingen manisk tilstand
388001000202103|User controlled admission (finding)|brukarstyrt innlegging
871870009|Able to demonstrate health literacy (finding)|i stand til å visa helsekompetanse
166685005|Electrolytes within reference range (finding)|normal elektrolyttbalanse
1148786006|Normal cardiac output (finding)|normalt minuttvolum
9571000202108|Adequate wound perfusion (finding)|tilfredsstillande sårperfusjon
278761000202100|Adequate spiritual status (finding)|tilfredsstillende åndelig tilstand
278731000202107|Memory function adequate (finding)|tilfredsstillende hukommelsesfunksjon
408358005|No significant drug interactions (finding)|ingen signifikante legemiddelinteraksjoner
9491000202106|Adequate cardiac function (finding)|tilfredsstillande hjartefunksjon
12911000202101|No withdrawal symptom (situation)|ingen abstinenssymptom
45332005|Normal capillary filling (finding)|normal kapillærfylling
300438007|Gastrointestinal tract normal (finding)|normal gastrointestinaltraktus
24029004|Bowels: fully continent (finding)|kontinent for avføring
1141700007|Demonstrates knowledge of wound care (finding)|viser kunnskap om sårbehandling
1148838007|Normal cardiac function (finding)|normal hjartefunksjon
1144885005|Demonstrates knowledge of diagnostic testing (finding)|viser kunnskap om diagnostisk test
225439006|Not confused (finding)|ingen forvirring
278022001|Neutral fluid balance (finding)|væskebalanse innanfor normalområdet
1144886006|Demonstrates knowledge of procedure (finding)|viser kunnskap om prosedyre
477501000202109|Increased ability to cope with compulsive behavior (finding)|auka meistring av tvangsåtferd
1148806002|Normal immune system function (finding)|normalt immunforsvar
278891000202103|Adequate micturition (finding)|tilfredsstillande vasslating
1148784009|Feeling comfortable (finding)|føler seg komfortabel
17471000202104|Family cared for (situation)|pårørende ivaretatt
10491000202101|No postpartum complication (situation)|ingen postpartum komplikasjon
247602005|Memory function normal (finding)|normal hukommelsesfunksjon
1148839004|Normal intracranial pressure adaptive capacity (finding)|normal intrakraniell adaptiv kapasitet
517911000202104|Adequate circadian rythm (finding)|tilfredsstillende døgnrytme
1141721007|No hospital acquired complication (situation)|ingen sykehuservervet komplikasjon
279101000202107|Sense of smell adequate (finding)|tilfredsstillande luktesans
1149350001|No tobacco abuse (situation)|ikkje noko tobakkmisbruk
449892005|Feeling safe (finding)|opplever tryggleik
287981000202104|Reduced frequency of urinary tract infection (finding)|redusert hyppigheit av urinvegsinfeksjon
102834005|Normal micturition (finding)|normal vannlating
733816007|Decreased withdrawn behavior (finding)|redusert tilbaketrekkingsåtferd
1157056004|No poisoning (situation)|inga forgifting
1137684004|Normal wound perfusion (finding)|normal sårperfusjon
1157029001|No self mutilation (situation)|ingen selvmutilering
13241000202103|Able to balance activity and rest (finding)|i stand til å balansera aktivitet og kvile
1137679005|Good response to medication (finding)|god legemiddelrespons
387941000202102|Assessment of wound pain (procedure)|vurdering av sårsmerter
16161000202103|Decreased nausea (finding)|redusert kvalme
288784001|Does communicate needs and wishes (finding)|kommuniserer behov og ønsker
719743007|Able to make decisions (finding)|i stand til å ta avgjerder
394687007|At low risk for suicide (finding)|låg sjølvmordsrisiko
397712006|Absence of signs and symptoms of electrical injury (situation)|ingen tegn eller symptomer på elektrisk skade
1141941008|Effective family coping behavior (finding)|tilfredsstillande meistring hos pårørande
397724004|Demonstrates knowledge of pain management (finding)|viser kunnskap om smertebehandling
9641000202101|Adequate environmental safety (finding)|tilfredsstillende miljøsikkerhet
1149348009|No injury during transfer (situation)|ingen forflyttingsskade
1231385002|Demonstrates knowledge of complementary therapy (finding)|viser kunnskap om alternativ behandling
300682007|Able to manage personal financial activities (finding)|i stand til å handtera personleg økonomi
408508002|Has shown no side effects from medication (finding)|ingen teikn til lækjemiddelbiverknader
289738001|Uterine contractions normal (finding)|uteruskontraksjoner innenfor normalområdet
1144883003|Improvement in level of self control (finding)|bedret selvkontroll
507881000202102|Optimal treatment of withdrawal symptoms (regime/therapy)|optimal abstinensbehandling
162056003|No nausea (situation)|ingen kvalme
166921001|Blood glucose within reference range (finding)|normalt blodsukker
507861000202108|Accountability (procedure)|ansvarleggjering
1148789004|Normal endocrine system function (finding)|normal endokrin funksjon
16191000202106|Maintained cognition (finding)|oppretthalden kognisjon
1157152000|Not at risk of elopement from healthcare setting (situation)|ingen risiko for rømming fra helsetjeneste
48782003|Delivery normal (finding)|normal forløsning
719143004|Able to be hopeful for future (finding)|i stand til å ha von om framtida
11512006|Normal sexual function (finding)|normal seksuell funksjon
6591000202104|Improved electrolyte balance (finding)|bedret elektrolyttbalanse
588731000202107|Blood glucose level stable (finding)|stabilt blodsukkernivå
1156446004|Demonstrates adequate pain control (finding)|viser tilfredsstillende smertekontroll
1141689001|Demonstrates knowledge of fall prevention (finding)|viser kunnskap om fallforebygging
397644002|Right to privacy maintained (finding)|ivaretatt rett til privatliv
1141711004|No dizziness (situation)|inga svimmelheit
1078229009|Food security (finding)|matsikkerheit
457611000202107|Adequate liver function (finding)|tilfredsstillende leverfunksjon
397621000202104|Cooperates with health care provider (finding)|samarbeider med helsepersonell
9861000202101|Adequate immune system function (finding)|tilfredsstillande immunforsvar
278851000202108|Adequate exchange of respiratory gases (finding)|tilfredsstillende respiratorisk gassutveksling
668251000202102|Reduced unnecessary fasting (finding)|redusert unødvendig faste
1145522009|Improvement in nutritional status (finding)|betra ernæringsstatus
162028008|No indigestion (finding)|ingen dyspepsi
224964008|No injuries apparent (finding)|ingen synlige skader
279021000202100|Adequate state of mind (finding)|tilfredsstillende sinnstilstand
279001000202106|Adequate sexual behavior (finding)|tilfredsstillande seksuell åtferd
477591000202100|Sense of coping (finding)|oppleving av meistring
279061000202105|Adequate thermoregulation (finding)|tilfredsstillande temperaturregulering
278971000202107|Adequate respiratory system (finding)|tilfredsstillende respirasjonssystem
716396004|Able to be aware of self (finding)|i stand til sjølvinnsikt
1144537004|Good recovery from sexual assault (finding)|god bedringsprosess etter seksuelt overgrep
278841000202105|Adequate endocrine system function (finding)|tilfredsstillande endokrin funksjon
12151000202100|Adequate quality of skin (finding)|tilfredsstillande hudkvalitet
284475009|Maintains self-control (finding)|held på sjølvkontrollen
10331000202106|Adequate peripheral neurovascular function (finding)|tilfredsstillende perifer nevrovaskulær funksjon
1137421004|Able to manage medication regime using memory technique (finding)|i stand til å håndtere legemiddelregime ved bruk av hukommelsesteknikk
299901006|Sense of taste normal (finding)|normal smakssans
278961000202103|Adequate respiratory function (finding)|tilfredsstillende funksjon i respirasjonssystem
9511000202101|Adequate infant behavior (finding)|tilfredsstillande spedbarnsåtferd
1144480005|Reduction in number of falls (finding)|redusert fallfrekvens
367851000202108|No injury due to seizure (situation)|ingen anfallsrelaterte skadar
301681008|Able to move in bed (finding)|i stand til å bevega seg i seng
1217127002|Effective continuity of care (finding)|tilfredsstillende kontinuitet i helsehjelp
11181000202104|Adequate condition in oral cavity (finding)|tilfredsstillande tilstand i munnhole
251359002|Hearing improved (finding)|bedret hørsel
598001000202100|Controlled bleeding (finding)|kontrollert blødning
33861001|Weight maintenance regimen (finding)|vektbevarande kosthald
1157354009|Demonstrates knowledge of physical therapy (finding)|viser kunnskap om fysioterapi
278671000202103|Active range of joint movement adequate (finding)|tilfredsstillande aktivt rørsleutslag
278871000202102|Adequate infant feeding (finding)|tilfredsstillande eteåtferd hos spedbarn
278681000202101|Cardiovascular status adequate (finding)|tilfredsstillende kardiovaskulær status
1144522003|Tolerating diet (finding)|tåler forordnet diett
497551000202103|Ready for surgery (finding)|klar til operasjon
301180005|Cardiovascular system normal (finding)|normalt kardiovaskulært system
300375001|Able to defecate (finding)|i stand til å defekera
733827009|Euphoria absent (situation)|ingen eufori
1141649007|Family functions effectively (finding)|velfungerende familie
17141000202101|No hallucinations (situation)|ingen hallusinasjonar
271720007|Normal intracranial pressure (finding)|normalt intrakranielt trykk
426251001|Ready for enhanced parenting (finding)|klar for bedret foreldreskap
1149390003|Demonstrates knowledge of safety measure (finding)|viser kunnskap om sikkerhetstiltak
10121000202106|Reduced hemi-neglect (finding)|redusert neglekt
69840006|Normal breastfeeding (finding)|tilfredsstillende amming
166611006|Serum bilirubin within reference range (finding)|serumbilirubin innenfor referanseområde
13197004|Uses contraception (finding)|bruker prevensjon
1156284008|Complies with immunization regime (finding)|etterlever vaksinasjonsprogram
1144884009|Improvement in level of integrity of skin (finding)|betra hudintegritet
